news_date,news_text
2019 Jan 15,حالا دیگر اغلب پایتخت‌نشینان از طرح #سه‌شنبه‌های_بدون_خودرو مطلع هستند. استناد این ادعا به پژوهشی که روزنامه همشهری انجام داده است، برمی‌گردد.
2019 Jan 16,بیمه شخص ثالث از سال آینده، به‌صورت آزمایشی به جای خودرو، به راننده داده می‌شود.
2019 Jan 16,خودروی نردبان آتش‌نشانی که همیشه برای عملیات نجات فراخوانده می‌شد، این بار مأموریت دیگری داشت.
2019 Jan 16,روز دوشنبه افتخار داشتیم مراسم بزرگداشت آقای دکتر محمود زندمقدم را برگزار کنیم؛ استاد پژوهشگری که بیش از 50سال -از سال‌های نخستین دهه40 شمسی- برکنار از هیاهو و آوازه، بی‌چشمداشت پول و شهرت و نمایش، کاری‌سترگ را در مورد بلوچ به انجام رساند.
2019 Jan 16,در روزهای گذشته بحث‌های فراوانی در رابطه با عوارض و شرایط وضع آن صورت پذیرفت.
2019 Jan 16,دیدار شهردار تهران با وزیر امورخارجه یک دستاورد فوری و نقد برای شهروندان تهرانی داشت و آن توافق بر سر بازگشایی میدان مشق به روی مردم بود.
2019 Jan 16,ترخیص خودروهای وارداتی دپو‌شده در گمرک به سد اختلاف‌نظر بانک مرکزی و وزارت صنعت در مورد منشأ تأمین ارز و برخی نگرانی‌های تنظیم بازار ارز برخورد کرد.
2019 Jan 16,پیروز حناچی، شهردار تهران روز گذشته در مراسم رویداد ناحیه شریف،در دانشگاه شریف ‌به نقش استارتاپ‌ها در حل مشکلات شهری اشاره کرد و بار دیگر نگاه‌ها را به این موضوع محوری سال‌های اخیر برد. وی تأکید کرد: «شهرداری آماده همراهی با استارتاپ‌هاست، علت اصلی حمایت از استارتاپ‌ها حل مشکلات شهر و نیاز شهرداری به راه‌حل‌های آنهاست.»
2019 Jan 16,«یکی داستانست پر آب چشم/ دل نازک از رستم آید به‌خشم» این شاه‌بیتی بود دکتر محمود زند‌مقدم، نویسنده کتاب «حکایت بلوچ» و پ‍ژوهشگر فرهنگ بلوچستان در مراسم بزرگداشتش سخنانش را با آن شروع کرد.
2019 Jan 17,استانداران کشور 3ماه پس از اجرای قانون منع به کارگیری بازنشستگان و جایگزینی استانداران جدید به تهران آمدند و روز گذشته در جلسه هیأت دولت به ریاست حسن روحانی شرکت کردند.
2019 Jan 17,​​​​​​​2ساعت تمام بود و او نقش اصلی را بازی می‌کرد. نمایش، موزیکال بود و بازی در نقش اصلی دشوار.
2019 Jan 17,18 سال پیش وقتی کسی لابه‌لای صحبت‌های یکی از دوستان و همکاران می‌شنید که «دارم می‌روم دوچرخه» یا «از دوچرخه می‌آیم».
2019 Jan 17,سلطان کاغذ دستگیر شد. این روزها دستگیری سلاطین مرهمی بر زخم‌های مردم رنج‌دیده سرزمین ماست؛ مرهمی که باید پیش از این برخی از مسئولان قوای سه‌گانه برای زخم‌های آن تدبیری می‌اندیشیدند
2019 Jan 17,در جلسه اخیر شهردار محترم تهران با معاونین و شهرداران مناطق؛ به تهران خاکستری یا تهران رنگی اشاره و از مدیران خواسته شد برای آراستگی عمومی شهر، تنوع و سرزندگی فضاهای شهری و شادی و نشاط شهروندان به رنگ توجه شود و به ابعاد فیزیکی آن یعنی ظاهر رنگ و ویژگی‌های آن و ابعاد فرافیزیکی آن؛ یعنی به تأثیر روانی و درمانی رنگ اشاره شد.
2019 Jan 17,نتایج نظر‌سنجی ارائه‌شده در اتاق بازرگانی، صنایع و معادن تهران نشان می‌دهد 77درصد از مدیران کسب‌و‌کار‌ها پیش‌بینی می‌کنند امسال سودشان کاهش خواهد یافت.
2019 Jan 17,متولد 1316 است؛ معمار برجسته ایرانی و طراح مهم‌ترین تم‌پارک‌های سراسر جهان.
2019 Jan 19,آیت‌الله احمد جنتی، رئیس مجلس خبرگان رهبری در سخنانی که باید آن را بازگشت از سیاست‌های قبلی‌اش درباره فضای مجازی تعبیر کرد، فضای مجازی را بسیار مهم ارزیابی کرده و گفته است می‌توانیم از تهدید فضای مجازی به نفع انقلاب و مردم استفاده کنیم.
2019 Jan 19,رونمایی ازپلاسکوی جدید‌؛ 2سال از سالگرد فاجعه آتش‌سوزی ساختمان پلاسکو می‌گذرد، حالا با توافق دستگاه‌های ذیربط و مالکان، شمارش معکوس برای انجام عملیات اجرایی برج جدید پلاسکو در محل قبلی آغاز شده است.امروز طرح نویی از ساختمان جدید پلاسکو رونمایی می‌شود؛ بنایی که قرار شده دوساله در محلی که یادآور حادثه 30دی‌ماه 1395 است، ساخته شود.
2019 Jan 19,هیچ بنایی و حجمی، چسب مناسبی برای زخم سیاه و سرد پلاسکو نخواهد بود. هر تهرانی که در این 2 سال از فردوسی به فردوسی و از جمهوری به جمهوری رفته، همین که پشت چراغ سرش را بلند کرده، نگاه و آهش یکی شده از خاطره‌ای که نیست و خلأیی که هست.
2019 Jan 19,فلسفه نامگذاری‌ها در تقویم رسمی عمدتا برای نماد‌سازی‌، آگاهی‌بخشی و ضرورت پرداخت اساسی‌تر به مسائلی است که در زندگی اجتماعی همواره مهم تلقی شده و دست‌کم بخش بزرگی از جامعه، حکومت و مردم با آن مواجه هستند.
2019 Jan 19,نیم‌قرن است مردم تهران در آرزوی هوای پاکند. از سال 1346که شرکت ایران ناسیونال ساخت پیکان را در ایران آغاز کرد، به پشتوانه منابع نفتی باک پیکان و نسل‌های بعد آن توسط دولتمردان همیشه پر نگه داشته شد تا منقل موتور خودروها حتی برای یک روز هم بدون آتش نماند.
2019 Jan 19,فساد‌های ارزی در بخش واردات هنوز از بین نرفته است؛ برهمین اساس بانک مرکزی از طریق ایجاد سامانه رفع تعهد ارزی واردکننده‌ها در تلاش است جلوی فساد‌های ارزی را در این بخش بگیرد.
2019 Jan 19,حادثه پلاسکو با وجود همه تلخی‌ها و تأثراتی که در جامعه ایران پدید آورد، بازتاب اندکی در میان هنرمندان داشته است. به جز فیلم «چهارراه استانبول» اثر هنری شاخص دیگری که به روایت واقعه پرداخته باشد، هنوز خلق نشده است.
2019 Jan 20,دو هفته پیش وزیر آموزش و پرورش در توییتر خود از حذف کنکور در 85درصد رشته‌های دانشگاهی خبر داد و این تصمیم را بزرگ‌ترین اتفاق در نظام آموزشی جدید خواند.
2019 Jan 20,تهران در روز هوای پاک هم مانند سه‌شنبه‌های بدون خودرو، میزبان دوچرخه‌سوارانی بود که به امید هوای بهتر رکاب زدند.
2019 Jan 20,در اقدامی پیشرو با پیشنهاد کمیته هنر شورای شهر تهران و با پیگیری و همراهی کمیسیون فرهنگی و اجتماعی و هم‌رأیی اعضای شورای شهر تهران، ماده‌ای جداگانه با موضوع «هنر عمومی» در برنامه 5ساله سوم شهر تهران به تصویب رسید.
2019 Jan 20,مهماندار دمای سرد تهران را اعلام و سفر خوشی را برای مسافران آرزو می‌کند. حالا باید در بخش تحویل‌بار منتظر ماند تا محموله شامل مهم‌ترین جایزه هنری مملکت ترخیص شود؛ محموله‌ای که از امارات متحده عربی رسیده و قرار است در روز 22بهمن به بهترین سینماگران کشور اهدا شود: سیمرغ بلورین جشنواره فیلم فجر.
2019 Jan 20,توافق هسته‌ای وارد چهارسالگی شده، آمریکا دیگر جایی در برجام ندارد، اروپا اگرچه همچنان در برخی پرونده‌ها با ایران دچار اختلاف است اما به‌رغم همه اختلافات بخشی از برجام باقی مانده تا توافق هسته‌ای کماکان یگانه عامل شکاف کشورهای اروپایی و ترامپ بر سر ایران باشد.
2019 Jan 20,اعلام خبر تغییر سازوکار محاسبه حق بیمه شخص ثالث در روزهای اخیر با اما و اگرهای زیادی مواجه و شایعاتی در شبکه‌های اجتماعی مطرح شده مبنی بر اینکه قرار است از مردم پول بیشتری گرفته شود و حتی بیمه مرکزی دنبال خالی کردن جیب مردم است.
2019 Jan 21,لایحه حفاظت از خاک که پیش از این در تیرماه امسال به تصویب مجلس رسیده بود، ‌روز گذشته و در پی ایرادات شورای نگهبان مجددا مورد بررسی و تصویب نمایندگان قرار گرفت.
2019 Jan 21,تیم ملی فوتبال کشورمان با برتری مقابل عمان راهی مرحله یک‌چهارم نهایی جام ملت‌های آسیا شد. دیشب ملی‌پوشان کشورمان در مرحله یک‌هشتم نهایی در ورزشگاه محمد بن‌زاید ابوظبی و به قضاوت سزار راموس از مکزیک مقابل عمان قرار گرفتند و توانستند با گل‌های دقایق32 علیرضا جهانبخش و 41اشکان دژاگه که از روی نقطه پنالتی به‌ثبت رسید، از سد این تیم گذشته و حریف چین در مرحله یک‌چهارم نهایی شوند.
2019 Jan 21,نگاهی به سیره و زندگانی حضرت فاطمهس درس‌های فراوانی برای زنان نسل امروز ما دارد؛ نگاهی که هیچ‌گونه تبعیض بین زن و مرد را بر نمی‌تابد و بر آزادی و آزادگی انسان و حضور در جامعه و دغدغه‌مند نسبت به مسائل جامعه تأکید دارد.
2019 Jan 21,لایحه حفاظت از خاک، لایحه‌ای است که مدتی طولانی- حدود 12سال- و به‌عبارت دیگر از برنامه سوم توسعه تا‌کنون، بین دولت و مجلس دست‌به‌دست می‌شد اما خوشبختانه روز گذشته این لایحه به تصویب قوه مقننه رسید؛ قانونی که می‌تواند در شرایط کنونی بسیار کارساز باشد اما نکته‌ای که باید مورد توجه قرار گیرد این است که در کشور ما وجود قانون به‌تنهایی کفایت نمی‌کند و اجرای قانون هم بسیار مهم است.
2019 Jan 21,انتخابات اتحادیه ناشران نزدیک است و استعفای جمعی از اعضای هیأت‌مدیره فعلی، انتخابات را با چالشی جدی مواجه ساخته است
2019 Jan 21,مصاحبه با اشک‌های احمد خرم تمام شد؛ با غمی که بعد از 14سال انگار هنوز روی سینه‌اش سنگینی می‌کرد. حالا وزیر راه‌و‌ترابری دولت اصلاحات که به قول خودش با یک پرونده مفصل شامل 50جرم و انگ در آن سال‌ها استیضاح و برکنار شده بود، روایتگر اتفاق‌های سال83 در فرودگاه امام خمینیره شده است.
2019 Jan 21,طرح‌های پیشنهاد شده برای ساختمانی که قرار است جای پلاسکو را بگیرد آنقدر گوناگون است که برگزیده شدن هرکدام از آنها می‌تواند فضای چهارراه استانبول را کاملا زیرورو کند. ساختمان قدیمی و دودزده پلاسکو با نمای پنجره‌های فلزی و صد‌ها تابلو و دستگاه خنک‌کننده که روی نمای آن نصب شده بود تا 2 سال دیگر با یک بنای جدید جایگزین می‌شود. این ساختمان جدید باید یادمانی برای شهدای آتش‌نشان و حادثه بزرگی که 2 سال قبل در این محل رخ داد نیز داشته باشد و البته با رعایت نکات ایمنی در ساخت و بهره‌برداری، حادثه مشابهی در آن رخ ندهد.
2019 Jan 22,رئیس‌جمهور روز دوشنبه در دیدار وزیر، معاونین و مدیران وزارت ارتباطات و فناوری اطلاعات با تأکید بر اینکه «مبارزه با خواست عموم مردم، شرعی و قانونی نیست»
2019 Jan 22,جست‌وجو در لاله‌زار، شبیه جست‌وجو در بازار شلوغی است که در پشت تصاویر درهم و برهم و هرازگاه پر زرق و برق و لوکس، یادبود خاطراتی که نشانه‌ای از تعلق مردم و هویت تهران است
2019 Jan 22,شهرها به‌عنوان سکونتگاه‌های اصلی در کشور، بسیاری از زیرساخت‌های حساس و با ارزش را در مقیاس محلی، منطقه‌ای، ملی و حتی بین‌المللی دارا هستند.
2019 Jan 22,شهردار تهران اخیرا در یک گردهمایی از حضور استارتاپ‌ها در حوزه شهری گفته بود و اینکه کسب‌وکارهای نوپا می‌توانند مشکلات شهرداری را برطرف کنند.
2019 Jan 22,واژه «مالیات» مانند سایر پدیده‌ها در طول زمان دچار معانی و مفاهیم متفاوتی شده است.
2019 Jan 22,ژاپن در روزی که کمتر از 30 درصد مالکیت توپ و فقط 2 ضربه در چارچوب داشت، عربستان را برد؛ آنها با همین کیفیت شاید ویتنام را هم ببرند، اما حریف ترسناکی برای ایران نخواهند بود
2019 Jan 22,بارش برف در روزهای اخیر، باز هم در شهرستان الیگودرز استان لرستان مشکلات بسیاری را ایجاد کرده است.
2019 Jan 22,تروریست‌هایی که بر سوریه مسلط شدند و بخش‌هایی از این کشور تاریخی را اشغال کردند، در حرکتی عجیب اقدام به نابودی آثار تاریخی و ویرانی موزه‌های آن کشور کردند.
2019 Jan 23,محمود دعایی، سرپرست مؤسسه اطلاعات: پیش از اینکه با معضل جدی تر و مرگ نشریات روبه رو شویم، دولت باید تامین و توزیع کاغذ را در دست بگیرد.
2019 Jan 23,خشکی زاینده‌رود ابرچالشی ماندگار است که نه تنها در یک دهه و نیم گذشته به هیچ راه‌حلی روی خوش نشان نداده، بلکه به بالاگرفتن کشمکش‌ها بین بهره‌برداران بالادست و پایین‌دست دامن زده است.
2019 Jan 23,موضوع بحران در رسانه‌های مکتوب چه در سطح جهانی و چه در بعد داخلی، امری چندوجهی است که در شکل کنونی تهدیدی برای کیان این رسانه‌ها به‌شمار می‌رود
2019 Jan 23,گرانی، تورم و افزایش آسیب‌های اجتماعی نظم جامعه ایرانی را به‌هم ریخته است.
2019 Jan 23,برای تهران چاره‌ای جز کاهش هزینه و افزایش درآمد نمانده است. بودجه سالانه‌ای که دوسوم آن مبتنی بر فعالیت بخش خصوصی است و در بخش کمک‌ها و الزام‌های سالانه دولتی، همواره با مشکلات فراوان روبه‌رو بوده است
2019 Jan 23,اسامی نامزدهای حاضر در نود‌و‌یکمین دوره مراسم اسکار دیروز سه‌شنبه 22ژانویه2019 اعلام ‌شد. فیلم‌های «رما» آلفونسو کوارون و «سوگلی» یورگوس لانتیموس هرکدام با 10نامزدی در رشته‌های مختلف، مهم‌ترین گزینه‌های دریافت بیشترین جوایز اسکار2019 خواهند بود. فیلم‌های «ستاره‌ای متولد می‌شود» و «معاون» نیز هر کدام در 8رشته نامزد دریافت جایزه شدند و فیلم «پلنگ سیاه» در 7رشته ازجمله دریافت جایزه بهترین تصویر شده است.
2019 Jan 24,رزمایش موسوم به قطع اینترنت به گفته وزیر ارتباطات لغو شده اما هنوز بحث بر سر آن داغ است؛ آن قدر داغ که روز گذشته در هیات دولت همه سؤال‌ها از وزیر ارتباطات درباره این ماجرا بود. با جنجالی شدن ماجرا و بالا گرفتن بحث‌ها درباره روش اجرای آزمایش یا رزمایش حالا تقریبا همه به تکذیب روی آورده‌اند.
2019 Jan 24,حضرت آیت‌الله خامنه‌ای، رهبر معظم انقلاب اسلامی صبح روز گذشته در دیدار مسئولان و محققان ستاد توسعه علوم و فناوری‌های شناختی، وزیر علوم، رؤسا و اساتید دانشگاه‌های مرتبط، با اشاره به تأثیرگذاری علوم شناختی در عرصه‌های علمی، پزشکی، اجتماعی و اقتصادی، بر لزوم تلاش همه‌جانبه و شبانه‌روزی برای پیشرفت بیش از پیش در این علوم تأکید کردند و گفتند: شتاب حرکت علمی کشور نباید کاهش یابد و یا متوقف شود، بلکه این شتاب باید برای سال‌های طولانی و تا رسیدن به نقطه اوج علمی حفظ و تقویت شود.
2019 Jan 24,هرقدر هم که دیگران انکار کنند اما به هرحال وز وز گوش‌ها، لرزه‌های دست و سردردهای شهروندان به‌خصوص در سال‌های اخیر بیشتر شده.
2019 Jan 24,3سال پس از انتخابات مجلس دهم و خبرگان پنجم، دولت لایحه جامع انتخابات را آماده ارسال به مجلس کرده است.
2019 Jan 24,لایحه جامع انتخابات که روز گذشته به تصویب رسیده است تکلیفی بود که از چندین سال قبل براساس دستور مقام معظم رهبری بر عهده مجمع تشخیص مصلحت نظام گذاشته شد و پس از آن از سوی مجمع تبدیل به سیاست‌های کلی انتخابات شد و از سوی ایشان ابلاغ شد. توجه به اصلاح قانون انتخابات در کشور را باید از چند منظر مورد توجه و ارزیابی قرار داد.
2019 Jan 24,دکل‌های مخابراتی جزو مشکل‌های اصلی کنونی تهران نیست.
2019 Jan 24,در شرایطی که جامعه جهانی هنوز بر سر راه‌های مقابله و توقف گرمایش جهانی به نتیجه نرسیده، انتشار نتایج یک تحقیق علمی درباره سرعت غافلگیرکننده آب شدن یخ‌های گرینلند، یک نگرانی جدی را پیش روی جهان گذاشته است: سطح آب دریاها، به طرز خطرناکی در حال بالا آمدن است.
2019 Jan 24,طنز و کمدی از سال‌های دور با چالش‌های ریز و درشتی همراه بوده و کمدین‌هایی موانع را از سر گذرانده‌اند که تدبیر و تحمل بیشتری داشته‌اند.
2019 Jan 26,خیابان‌های پایتخت به سمت ایده جهانی خیابان کامل Complete streets می‌روند.
2019 Jan 26,ایران، فردا با دست پر نمایشگاه بین‌المللی گردشگری مادرید در اسپانیا را ترک می‌کند و با تلاش 31تور اپراتور ایرانی در مهم‌ترین رویداد گردشگری جهان، جذب گردشگران خارجی به کشور در سال2019 افزایش خواهد یافت.
2019 Jan 26,ماجرای کمک 2میلیارد دلاری دولت به متروی شهرهای کشور، شبیه قانون «بقای انرژی» است.
2019 Jan 26,برای مهدی طارمی و سردار آزمون که شادی حضور در نیمه‌نهایی جام ملت‌های آسیا را مدیون آنها هستیم اما بی‌رحمانه نقدشان می‌کنیم
2019 Jan 26,کودتایی که نیکلاس مادورو مدت‌ها بود از آن سخن می‌گفت، اگرچه نه به شکل یک کودتای نظامی، اما در قامت یک آشوب تمام‌عیار خیابانی بالاخره از راه رسید و بار دیگر التهاب را به جان جامعه ونزوئلا انداخت.
2019 Jan 26,کمتر از 3هفته تا پایان مهلت FATF به ایران باقی مانده است و هرچه به روزهای پایانی این مهلت نزدیک‌تر می‌شویم، صف‌بندی و مرزبندی موافقان و مخالفان پیوستن به این کنوانسیون بین‌المللی عیان‌تر می‌شود.
2019 Jan 26,رئیس قوه قضاییه از عفوی گسترده خبر داده است که به‌زودی قرار است در آستانه 40سالگی انقلاب صورت بگیرد.
2019 Jan 26,نهنگ آبی قرار است از میان موج‌های بلند بدبینی و انتقاد از شبکه نمایش خانگی سر برآورد.
2019 Jan 27,از بهمن96 که پالرمو در مجلس شورای اسلامی تصویب شد تا بهمن97 که این لایحه با نام دقیق «الحاق ایران به کنوانسیون مبارزه با جرائم سازمان یافته فراملی» در مجمع بررسی می‌شود راهی یکساله طی شده است
2019 Jan 27,مشتریانی که صبح روز شنبه با توپ‌پر به جاده مخصوص رفته بودند عده‌ای راضی و عده‌ای ناراضی بازگشتند.
2019 Jan 27,شهرهای جدید را از 3منظر می‌توان مورد بررسی قرار داد؛ رویکرد اجتماعی، رویکرد اقتصادی و رویکرد حمل‌ونقلی.
2019 Jan 27,طرحی که برخی نمایندگان مجلس با عنوان سازمان نظام روزنامه‌نگاری ایران ارائه داده‌اند
2019 Jan 27,نپذیرفتن قواعد و مقررات گروه ویژه اقدام مالی FATF تعاملات مالی و تجاری ما با جهان پیرامون را سخت خواهد کرد.
2019 Jan 27,کمتر از یک‌ماه به پایان مهلتی که گروه ویژه اقدام مالی FATF برای تکمیل مراحل قانونگذاری و اجرای مصوبات موردنیاز برای پیوستن ایران به این گروه داده باقی‌مانده است
2019 Jan 27,طرح نظام صنفی رسانه‌ای در نوبت بررسی در صحن علنی مجلس قرار دارد
2019 Jan 27,تأخیر در ارائه کارت‌های هوشمند به شهروندان یکی از مشکلاتی است که در چند وقت اخیر به‌طور جدی بروز کرده است.
2019 Jan 28,سد دسترسی به اطلاعات دولتی که زمانی یک رانت به حساب می‌آمد، حالا در حال شکستن است.
2019 Jan 28,ساختمان استوانه‌ای در مرکز پایتخت، مجموعه تئاتری که هنوز هم با وجود فراوانی، تماشاخانه‌ها قلب تپنده تئاتر ایران به‌حساب می‌آید.
2019 Jan 28,چقدر باید نفت بفروشیم تا به درآمد یکی از شرکت‌های مهم فناوری جهان برسیم؟ شاید خیلی‌ها هنوز ذهن‌شان در دوران فروش نفت باقی مانده باشد اما واقعیت دنیا چیز دیگری است.
2019 Jan 28,«تجربه تهران» برای خیلی از ما با میدان راه‌آهن آغاز شده است؛ سخن از دیروز و امروز نیست، دهه‌هاست میدان راه‌آهن نخستین تصویری است که اهالی شهرهای دور و نزدیک از پایتخت در ذهن دارند.
2019 Jan 28,سال 88 را به لحاظ سیاسی نمی‌توان به هیچ کدام از سال‌های پس از انقلاب تشبیه کرد؛ سالی منحصر به‌فرد که بهارش با مناظره‌های انتخاباتی شروع شد.
2019 Jan 28,روند ورود مجمع تشخیص مصلحت نظام به لوایح پالرمو و CFT، 2 لایحه بازمانده از لوایح چهارگانه دولت برای پیوستن به گروه ویژه اقدام مالی FATF بحث داغ نمایندگان و رسانه‌ها در حاشیه جلسه علنی دیروز مجلس بود.
2019 Jan 28,گروه اجتماعی: نهمین دوره همایش سلامت روان و رسانه با محوریت بررسی ریشه‌های انواع «خشونت» در جامعه و رسیدن به راهکارهایی برای حل آنها روز گذشته در سازمان ملی جوانان هلال احمر و با حضور جمعی از متخصصان سلامت روان، جامعه شناسی، ارتباطات، روزنامه‌نگاری و... برگزار شد.
2019 Jan 28,نابسامانی بازار گوشت مسری است و از پایتخت به سایر استان‌ها سرایت کرده، تشکیل صف‌های طولانی و افزایش مشاجره لفظی و فیزیکی بین متقاضیان خرید گوشت
2019 Jan 29,یکی از آزاردهنده‌ترین صحنه‌هایی که شهروندان تهرانی هر روز با آن مواجهند، سطل‌های بزرگ فلزی و پلاستیکی کنار کوچه‌ها و خیابان‌هاست.
2019 Jan 29,چهارم آبان‌ماه، نخستین باران پاییزی در خوزستان بارید.
2019 Jan 29,چند سال است که در ایران، موضوع دولت الکترونیک با علاقه‌ بسیار از سوی دولتمردان مطرح شده و پیشرفت‌هایی مانند حضور دستگاه‌های دولتی در تارنماهایی که ساخته‌اند،
2019 Jan 29,وقتی محمد بن سلمان، وزیر دفاع عربستان در‌ ماه مارس 2015عملیات نظامی در یمن را شروع کرد
2019 Jan 29,مجید انصاری، عضو مجمع تشخیص مصلحت نظام با انتقاد از پیامک‌های تهدید‌آمیزی که اخیرا به تلفن همراه اعضای مجمع تشخیص مصلحت نظام ارسال ‌شده و از آنها خواسته می‌شود به پالرمو رأی ندهند، گفت: من پیامک‌هایی را دریافت کرده‌ام که محتوای ‌تهدید به قتل و «برخورد خونین» داشت.
2019 Jan 29,هدفمندی یارانه‌ها در قالب طرح تحول اقتصادی در زمستان سال1387 از سوی دولت نهم مطرح شد. در این فرایند، حذف تدریجی.
2019 Jan 29,درحالی‌که حدود 6‌ماه تا پایان مسئولیت ریاست قوه‌قضاییه باقی مانده است، روز یکشنبه از دستورالعمل «نظارت و پیگیری حقوق عامه» با امضای آیت‌الله صادق آملی‌لاریجانی رونمایی شد.
2019 Jan 29,دیروز اما هیچ شباهتی به همیشه نداشتیم، به هفت هشت سال اخیر که پر است از پیروزی و شکست‌های اندک‌شمار. حتی شکست‌مان هم شبیه شکست‌های قبلی نبود.
2019 Jan 30,چندین دهه ساخت‌وساز به روش نوین، نمای سنتی معماری ایرانی را از میان برده است و شهرها با انبوهی از ساختمان‌های بلند‌مرتبه و نما‌های نامتناسب با یکدیگر پوشیده شده‌اند.
2019 Jan 30,«از بس بچه بودم و بیسواد، نمی‌دانستم که کیسه آبم پاره شده. به جای اینکه زود بروم دکتر برای زایمان، رفتم حمام و آنقدر پاهایم را سابیدم که این مایع چسبنده پاک شود
2019 Jan 30,چندی پیش یادداشتی درباره اخلاق در فوتبال ایران نوشتم که به دلایلی مورد توجه قرار گرفت. برخی آن را پسندیدند و برخی نه.
2019 Jan 30,سی‌‌وهفتمین جشنواره فیلم فجر در ‌حالی امروز، آغاز به کار می‌کند که سینمای ایران با پرسش‌های بزرگی درباره ماهیت اقتصادی خود روبه‌روست.
2019 Jan 30,ضرورت حفظ آزادی رسانه آنگونه که اخیراً در بیان رئیس‌جمهور آمده بود، از جهات مختلف قابل تحلیل است.
2019 Jan 30,دولت سال آینده 142هزار و 600میلیارد تومان از محل فروش نفت و فرآورده‌های نفتی،گاز، برق و آب درآمد دارد که نسبت به امسال رشدی 44درصدی را نشان می‌دهد
2019 Jan 30,این آغاز ماجرا‌ست؛ آغاز مهم‌ترین رویداد سینمایی کشور؛ افتتاح پیشخوانی که در آن قرار است ماحصل یک سال تلاش جامعه سینمایی کشور عرضه شود، بهترین‌ها بیایند و از میان‌شان ممتازها سوا شوند.
2019 Jan 31,3 کشور آلمان، فرانسه و انگلیس با وجود تهدیدهای پنهان و آشکار دولت آمریکا در نهایت تصمیم به راه‌اندازی سازوکار ویژه مالی SPV برای ارتباط با ایران گرفته‌اند و براساس اندک اطلاعات منتشرشده، روند کار اکنون نهایی شده و این سازوکار امروز یا فردا در قالب یک شرکت در فرانسه به ثبت می‌رسد.
2019 Jan 31,در آستانه دهه فجر و چهلمین سالروز پیروزی شکوهمند انقلاب اسلامی، حضرت آیت‌الله خامنه‌ای صبح چهارشنبه در مرقد مطهر امام خمینیره بنیانگذار کبیر انقلاب اسلامی حضور یافتند و با قرائت نماز و قرآن، یاد آن عزیز سفر کرده را گرامی داشتند.
2019 Jan 31,درباره احمد بورقانی بحث‌های زیادی شده است.
2019 Jan 31,این روزها اهمیت توجه ویژه به بافت‌های فرسوده و ناکارآمد شهری بر کسی پوشیده نیست و کلیه دستگاه‌ها و نهادهای مسئول لااقل در بیان نسبت به اولویت‌دار بودن این موضوع به‌خصوص برای کلانشهری همچون تهران صحه می‌گذارند.
2019 Jan 31,تهران باغ‌های زیادی داشته که شاید جز نامی از آنها در خاطر مردم باقی نمانده است.
2019 Jan 31,در آستانه چهلمین سال پیروزی انقلاب شکوهمند مردم ایران و دهه فجر هستیم؛ انقلابی که با شعار استقلال، آزادی، جمهوری اسلامی به پیروزی رسید و نظام سلطه و دست‌نشانده‌های آنان را از ایران بیرون راند.
2019 Jan 31,همزمان با یازدهمین سالروز درگذشت احمد بورقانی، انجمن صنفی روزنامه‌نگاران استان تهران با حضور روزنامه‌نگاران و اهالی فرهنگ بزرگداشتی برای این روزنامه‌نگار فقید برگزار می‌کند.
2019 Jan 31,از وقتی هوشنگ کاظمی و محمود جوادی‌پور برای نخستین بار رشته گرافیک را وارد دانشگاه تهران کردند تا بعدها که اساتیدی همچون محمد بهرامی و مرتضی ممیز به‌عنوان بهترین گرافیست‌های معاصر نام خود را بر سر زبان‌ها انداختن
2019 Feb 02,اروپا گام نخست خود را برای ایجاد سپر حفاظتی تجارت و سرمایه‌گذاری شرکت‌های کوچک و متوسط با ایران برای تأسیس ابزار پشتیبان مبادلات تجاری موسوم بهINSTEX برداشت و بانک مرکزی هم یکی از شرکت‌های زیرمجموعه و حساب یکی از بانک‌های عامل را که نام آنها، به‌دلایل امنیتی فاش نشده،
2019 Feb 02,از یکشنبه ۱۴بهمن‌ماه یک جبهه هوای سرد از شمال سیبری وارد ایران می‌شود و حدود 3 روز تمام منطقه شمال، شرق و شمال شرق و سلسله جبال البرز را در برخواهد گرفت.
2019 Feb 02,شکست ناباورانه تیم ملی فوتبال ایران که یکی از ارزشمندترین و کم‌نظیرترین تیم‌های تاریخ فوتبال کشوراست
2019 Feb 02,کارخانه‌ای قدیمی و تعطیل‌شده با هیبت آلمانی‌اش فقط گام حقوقی را برای موزه‌شدن کم دارد.
2019 Feb 02,بررسی مسابقه ایران و ژاپن از زاویه فرهنگ ایرانی و وضعیت جامعه در گفت‌و‌گو با جامعه‌شناسان و روانشناسان
2019 Feb 02,گزارشگر رادیو ورزش بعد از گل سوم قطر می‌گوید: «مربی قطر باز هم خوشحالی خاصی نمی‌کند و خیلی باشخصیت سر جایش می‌ایستد.»
2019 Feb 02,بزرگ‌ترین پرچم جمهوری اسلامی ایران به طول 420 متر و عرض 300 متر، روز جمعه به مناسبت آغاز چهلمین سالگرد انقلاب اسلامی با حضور شهردار تهران به اهتزاز درآمد.
2019 Feb 03,اعلام آغاز به‌کار ساز و کار مالی مشترک ایران و اروپا در کنار اجرای سیاست‌های ارزی بانک مرکزی و ممنوعیت مطلق کالاهای غیرضروری ارزبر، به افزایش سرعت نزول قیمت دلار منجر شد و در مبادلات دیروز قیمت هر دلار آمریکا دست‌کم 700تومان افت کرد.
